datetime,RH%,tempC,CH4smV,K33_RH,K33_Temp,K33_CO2,SampleNumber,PumpCycle,pred_CH4,station,sensor
2021-09-28T03:31:33Z,76.6,19.1,527.34,47.07,27.26,333,599,1,4.565128925240245,1,1
2021-09-28T03:31:35Z,76.6,19.1,532.23,47.07,27.26,333,600,1,5.134441822900371,1,1
2021-09-28T03:31:37Z,76.6,19.1,532.23,47.07,27.26,333,601,1,5.134441822900371,1,1
2021-09-28T03:31:39Z,76.6,19.1,532.23,47.07,27.26,333,602,1,5.134441822900371,1,1
2021-09-28T03:31:41Z,76.6,19.1,532.23,47.07,27.26,333,603,1,5.134441822900371,1,1
2021-09-28T03:31:43Z,76.6,19.1,532.23,47.07,27.26,333,604,1,5.134441822900371,1,1
2021-09-28T03:31:45Z,76.6,19.1,532.23,47.07,27.26,333,605,1,5.134441822900371,1,1
2021-09-28T03:31:47Z,76.6,19.1,527.34,47.07,27.26,333,606,1,4.565128925240245,1,1
2021-09-28T03:31:49Z,76.6,19.1,527.34,47.07,27.26,333,607,1,4.565128925240245,1,1
2021-09-28T03:31:51Z,76.6,19.1,527.34,47.07,27.26,333,608,1,4.565128925240245,1,1
2021-09-28T03:31:53Z,76.6,19.1,527.34,47.01,27.31,334,609,1,4.565128925240245,1,1
2021-09-28T03:31:55Z,76.6,19.1,527.34,47.01,27.31,334,610,1,4.565128925240245,1,1
2021-09-28T03:31:57Z,76.6,19.1,532.23,47.01,27.31,334,611,1,5.134441822900371,1,1
2021-09-28T03:31:59Z,76.6,19.1,532.23,47.01,27.31,334,612,1,5.134441822900371,1,1
2021-09-28T03:32:01Z,76.6,19.1,532.23,47.01,27.31,334,613,1,5.134441822900371,1,1
2021-09-28T03:32:03Z,76.6,19.1,532.23,47.01,27.31,334,614,1,5.134441822900371,1,1
2021-09-28T03:32:05Z,76.6,19.1,532.23,47.01,27.31,334,615,1,5.134441822900371,1,1
2021-09-28T03:32:07Z,76.6,19.1,527.34,47.01,27.31,334,616,1,4.565128925240245,1,1
2021-09-28T03:32:09Z,76.6,19.1,527.34,47.01,27.31,334,617,1,4.565128925240245,1,1
2021-09-28T03:32:11Z,76.6,19.2,527.34,47.01,27.31,334,618,1,4.47722965016996,1,1
2021-09-28T03:32:13Z,76.6,19.1,527.34,46.95,27.34,335,619,1,4.565128925240245,1,1
2021-09-28T03:32:15Z,76.5,19.1,527.34,46.95,27.34,335,620,1,4.584602913581119,1,1
2021-09-28T03:32:17Z,76.6,19.1,532.23,46.95,27.34,335,621,1,5.134441822900371,1,1
2021-09-28T03:32:19Z,76.5,19.1,532.23,46.95,27.34,335,622,1,5.154279236243372,1,1
2021-09-28T03:32:21Z,76.6,19.2,532.23,46.95,27.34,335,623,1,5.044902165096495,1,1
2021-09-28T03:32:23Z,76.5,19.1,532.23,46.95,27.34,335,624,1,5.154279236243372,1,1
2021-09-28T03:32:25Z,76.5,19.1,532.23,46.95,27.34,335,625,1,5.154279236243372,1,1
2021-09-28T03:32:27Z,76.5,19.1,527.34,46.95,27.34,335,626,1,4.584602913581119,1,1
2021-09-28T03:32:29Z,76.5,19.2,527.34,46.95,27.34,335,627,1,4.49671127992233,1,1
2021-09-28T03:32:31Z,76.5,19.2,527.34,46.95,27.34,335,628,1,4.49671127992233,1,1
2021-09-28T03:32:33Z,76.5,19.1,527.34,46.85,27.36,335,629,1,4.584602913581119,1,1
2021-09-28T03:32:35Z,76.5,19.2,532.23,46.85,27.36,335,630,1,5.0647473624555595,1,1
2021-09-28T03:32:37Z,76.5,19.2,532.23,46.85,27.36,335,631,1,5.0647473624555595,1,1
2021-09-28T03:32:39Z,76.5,19.2,532.23,46.85,27.36,335,632,1,5.0647473624555595,1,1
2021-09-28T03:32:41Z,76.5,19.2,532.23,46.85,27.36,335,633,1,5.0647473624555595,1,1
2021-09-28T03:32:43Z,76.5,19.2,532.23,46.85,27.36,335,634,1,5.0647473624555595,1,1
2021-09-28T03:32:45Z,76.5,19.2,532.23,46.85,27.36,335,635,1,5.0647473624555595,1,1
2021-09-28T03:32:47Z,76.4,19.2,527.34,46.85,27.36,335,636,1,4.516216721377923,1,1
2021-09-28T03:32:49Z,76.4,19.2,527.34,46.85,27.36,335,637,1,4.516216721377923,1,1
2021-09-28T03:32:51Z,76.4,19.2,527.34,46.85,27.36,335,638,1,4.516216721377923,1,1
2021-09-28T03:32:53Z,76.4,19.2,527.34,46.75,27.42,337,639,1,4.516216721377923,1,1
2021-09-28T03:32:55Z,76.4,19.2,532.23,46.75,27.42,337,640,1,5.0846168158936145,1,1
2021-09-28T03:32:57Z,76.4,19.2,532.23,46.75,27.42,337,641,1,5.0846168158936145,1,1
2021-09-28T03:32:59Z,76.4,19.2,532.23,46.75,27.42,337,642,1,5.0846168158936145,1,1
2021-09-28T03:33:01Z,76.4,19.2,532.23,46.75,27.42,337,643,1,5.0846168158936145,1,1
2021-09-28T03:33:03Z,76.4,19.2,532.23,46.75,27.42,337,644,1,5.0846168158936145,1,1
2021-09-28T03:33:05Z,76.4,19.2,532.23,46.75,27.42,337,645,1,5.0846168158936145,1,1
2021-09-28T03:33:07Z,76.4,19.2,527.34,46.75,27.42,337,646,1,4.516216721377923,1,1
2021-09-28T03:33:09Z,76.3,19.2,527.34,46.75,27.42,337,647,1,4.5357460201190065,1,1
2021-09-28T03:33:11Z,76.3,19.2,527.34,46.75,27.42,337,648,1,4.5357460201190065,1,1
2021-09-28T03:33:13Z,76.3,19.2,527.34,46.69,27.47,337,649,1,4.5357460201190065,1,1
2021-09-28T03:33:15Z,76.3,19.2,527.34,46.69,27.47,337,650,1,4.5357460201190065,1,1
2021-09-28T03:33:17Z,76.3,19.2,532.23,46.69,27.47,337,651,1,5.104510571843569,1,1
2021-09-28T03:33:19Z,76.3,19.2,532.23,46.69,27.47,337,652,1,5.104510571843569,1,1
2021-09-28T03:33:21Z,76.3,19.2,532.23,46.69,27.47,337,653,1,5.104510571843569,1,1
2021-09-28T03:33:23Z,76.2,19.2,532.23,46.69,27.47,337,654,1,5.1244286768592815,1,1
2021-09-28T03:33:25Z,76.2,19.2,532.23,46.69,27.47,337,655,1,5.1244286768592815,1,1
2021-09-28T03:33:27Z,76.2,19.2,527.34,46.69,27.47,337,656,1,4.555299221846532,1,1
2021-09-28T03:33:29Z,76.2,19.2,527.34,46.69,27.47,337,657,1,4.555299221846532,1,1
2021-09-28T03:33:31Z,76.2,19.2,527.34,46.69,27.47,337,658,1,4.555299221846532,1,1
2021-09-28T03:33:33Z,76.2,19.2,527.34,46.56,27.48,336,659,1,4.555299221846532,1,1
2021-09-28T03:33:35Z,76.2,19.2,527.34,46.56,27.48,336,660,1,4.555299221846532,1,1
2021-09-28T03:33:37Z,76.2,19.2,532.23,46.56,27.48,336,661,1,5.1244286768592815,1,1
2021-09-28T03:33:39Z,76.1,19.2,532.23,46.56,27.48,336,662,1,5.144371177615923,1,1
2021-09-28T03:33:41Z,76.1,19.2,532.23,46.56,27.48,336,663,1,5.144371177615923,1,1
2021-09-28T03:33:43Z,76.1,19.2,532.23,46.56,27.48,336,664,1,5.144371177615923,1,1
2021-09-28T03:33:45Z,76.1,19.2,532.23,46.56,27.48,336,665,1,5.144371177615923,1,1
2021-09-28T03:33:47Z,76.1,19.2,527.34,46.56,27.48,336,666,1,4.574876372380643,1,1
2021-09-28T03:33:49Z,76.1,19.2,527.34,46.56,27.48,336,667,1,4.574876372380643,1,1
2021-09-28T03:33:51Z,76,19.2,527.34,46.56,27.48,336,668,1,4.594477517660906,1,1
2021-09-28T03:33:53Z,76,19.2,527.34,46.46,27.53,341,669,1,4.594477517660906,1,1
2021-09-28T03:33:55Z,76,19.2,527.34,46.46,27.53,341,670,1,4.594477517660906,1,1
2021-09-28T03:33:57Z,76,19.2,532.23,46.46,27.53,341,671,1,5.164338120910465,1,1
2021-09-28T03:33:59Z,76,19.2,532.23,46.46,27.53,341,672,1,5.164338120910465,1,1
2021-09-28T03:34:01Z,76.1,19.3,532.23,46.46,27.53,341,673,1,5.054905738531794,1,1
2021-09-28T03:34:03Z,76,19.2,532.23,46.46,27.53,341,674,1,5.164338120910465,1,1
2021-09-28T03:34:05Z,76,19.2,532.23,46.46,27.53,341,675,1,5.164338120910465,1,1
2021-09-28T03:34:07Z,76,19.2,527.34,46.46,27.53,341,676,1,4.594477517660906,1,1
2021-09-28T03:34:09Z,76,19.2,527.34,46.46,27.53,341,677,1,4.594477517660906,1,1
2021-09-28T03:34:11Z,75.9,19.2,527.34,46.46,27.53,341,678,1,4.6141027037468625,1,1
2021-09-28T03:34:13Z,75.9,19.2,527.34,46.37,27.55,341,679,1,4.6141027037468625,1,1
2021-09-28T03:34:15Z,75.9,19.2,532.23,46.37,27.55,341,680,1,5.184329553661968,1,1
2021-09-28T03:34:17Z,75.9,19.2,532.23,46.37,27.55,341,681,1,5.184329553661968,1,1
2021-09-28T03:34:19Z,75.9,19.2,532.23,46.37,27.55,341,682,1,5.184329553661968,1,1
2021-09-28T03:34:21Z,75.9,19.2,532.23,46.37,27.55,341,683,1,5.184329553661968,1,1
2021-09-28T03:34:23Z,75.9,19.3,532.23,46.37,27.55,341,684,1,5.094879918523084,1,1
2021-09-28T03:34:25Z,75.8,19.2,532.23,46.37,27.55,341,685,1,5.2043455229120426,1,1
2021-09-28T03:34:27Z,75.9,19.3,527.34,46.37,27.55,341,686,1,4.526291802110059,1,1
2021-09-28T03:34:29Z,75.9,19.3,527.34,46.37,27.55,341,687,1,4.526291802110059,1,1
2021-09-28T03:34:31Z,75.9,19.3,527.34,46.37,27.55,341,688,1,4.526291802110059,1,1
2021-09-28T03:34:33Z,75.9,19.3,527.34,46.3,27.59,341,689,1,4.526291802110059,1,1
2021-09-28T03:34:35Z,75.8,19.2,527.34,46.3,27.59,341,690,1,4.633751976818296,1,1
2021-09-28T03:34:37Z,75.8,19.2,532.23,46.3,27.59,341,691,1,5.2043455229120426,1,1
2021-09-28T03:34:39Z,75.9,19.3,532.23,46.3,27.59,341,692,1,5.094879918523084,1,1
2021-09-28T03:34:41Z,75.8,19.2,532.23,46.3,27.59,341,693,1,5.2043455229120426,1,1
2021-09-28T03:34:43Z,75.8,19.3,532.23,46.3,27.59,341,694,1,5.1149039070538045,1,1
2021-09-28T03:34:45Z,75.8,19.3,532.23,46.3,27.59,341,695,1,5.1149039070538045,1,1
2021-09-28T03:34:47Z,75.8,19.3,527.34,46.3,27.59,341,696,1,4.545948947547458,1,1
2021-09-28T03:34:49Z,75.8,19.3,527.34,46.3,27.59,341,697,1,4.545948947547458,1,1
2021-09-28T03:34:51Z,75.8,19.3,527.34,46.3,27.59,341,698,1,4.545948947547458,1,1
2021-09-28T03:34:53Z,75.8,19.3,527.34,46.17,27.6,341,699,1,4.545948947547458,1,1
2021-09-28T03:34:55Z,75.8,19.3,527.34,46.17,27.6,341,700,1,4.545948947547458,1,1
2021-09-28T03:34:57Z,75.8,19.3,532.23,46.17,27.6,341,701,1,5.1149039070538045,1,1
2021-09-28T03:34:59Z,75.8,19.3,532.23,46.17,27.6,341,702,1,5.1149039070538045,1,1
2021-09-28T03:35:01Z,75.8,19.3,532.23,46.17,27.6,341,703,1,5.1149039070538045,1,1
2021-09-28T03:35:03Z,75.8,19.3,532.23,46.17,27.6,341,704,1,5.1149039070538045,1,1
2021-09-28T03:35:05Z,75.7,19.3,532.23,46.17,27.6,341,705,1,5.134952557830381,1,1
2021-09-28T03:35:07Z,75.8,19.3,527.34,46.17,27.6,341,706,1,4.545948947547458,1,1
2021-09-28T03:35:09Z,75.8,19.3,527.34,46.17,27.6,341,707,1,4.545948947547458,1,1
2021-09-28T03:35:11Z,75.7,19.2,527.34,46.17,27.6,341,708,1,4.65342538317573,1,1
2021-09-28T03:35:13Z,75.7,19.3,527.34,46.11,27.65,341,709,1,4.5656303034139185,1,1
2021-09-28T03:35:15Z,75.7,19.3,532.23,46.11,27.65,341,710,1,5.134952557830381,1,1
2021-09-28T03:35:17Z,75.7,19.3,532.23,46.11,27.65,341,711,1,5.134952557830381,1,1
2021-09-28T03:35:19Z,75.7,19.3,532.23,46.11,27.65,341,712,1,5.134952557830381,1,1
2021-09-28T03:35:21Z,75.7,19.3,532.23,46.11,27.65,341,713,1,5.134952557830381,1,1
2021-09-28T03:35:23Z,75.7,19.3,532.23,46.11,27.65,341,714,1,5.134952557830381,1,1
2021-09-28T03:35:25Z,75.7,19.3,532.23,46.11,27.65,341,715,1,5.134952557830381,1,1
2021-09-28T03:35:27Z,75.7,19.3,527.34,46.11,27.65,341,716,1,4.5656303034139185,1,1
2021-09-28T03:35:29Z,75.7,19.3,527.34,46.11,27.65,341,717,1,4.5656303034139185,1,1
2021-09-28T03:35:31Z,75.7,19.3,527.34,46.11,27.65,341,718,1,4.5656303034139185,1,1
2021-09-28T03:35:33Z,75.7,19.3,532.23,46.01,27.68,342,719,1,5.134952557830381,1,1
2021-09-28T03:35:35Z,75.7,19.3,527.34,46.01,27.68,342,720,1,4.5656303034139185,1,1
2021-09-28T03:35:37Z,75.6,19.3,532.23,46.01,27.68,342,721,1,5.155025918425167,1,1
2021-09-28T03:35:39Z,75.6,19.3,532.23,46.01,27.68,342,722,1,5.155025918425167,1,1
2021-09-28T03:35:41Z,75.6,19.3,532.23,46.01,27.68,342,723,1,5.155025918425167,1,1
2021-09-28T03:35:43Z,75.6,19.3,532.23,46.01,27.68,342,724,1,5.155025918425167,1,1
2021-09-28T03:35:45Z,75.6,19.3,532.23,46.01,27.68,342,725,1,5.155025918425167,1,1
2021-09-28T03:35:47Z,75.6,19.3,527.34,46.01,27.68,342,726,1,4.58533591641023,1,1
2021-09-28T03:35:49Z,75.6,19.3,527.34,46.01,27.68,342,727,1,4.58533591641023,1,1
2021-09-28T03:35:51Z,75.6,19.3,527.34,46.01,27.68,342,728,1,4.58533591641023,1,1
2021-09-28T03:35:53Z,75.6,19.3,527.34,45.95,27.7,344,729,1,4.58533591641023,1,1
2021-09-28T03:35:55Z,75.6,19.3,527.34,45.95,27.7,344,730,1,4.58533591641023,1,1
2021-09-28T03:35:57Z,75.5,19.3,532.23,45.95,27.7,344,731,1,5.17512403653528,1,1
2021-09-28T03:35:59Z,75.6,19.3,532.23,45.95,27.7,344,732,1,5.155025918425167,1,1
2021-09-28T03:36:01Z,75.5,19.3,532.23,45.95,27.7,344,733,1,5.17512403653528,1,1
2021-09-28T03:36:03Z,75.5,19.3,532.23,45.95,27.7,344,734,1,5.17512403653528,1,1
2021-09-28T03:36:05Z,75.5,19.3,532.23,45.95,27.7,344,735,1,5.17512403653528,1,1
2021-09-28T03:36:07Z,75.5,19.3,527.34,45.95,27.7,344,736,1,4.605065833359717,1,1
2021-09-28T03:36:09Z,75.5,19.3,527.34,45.95,27.7,344,737,1,4.605065833359717,1,1
2021-09-28T03:36:11Z,75.5,19.3,527.34,45.95,27.7,344,738,1,4.605065833359717,1,1
2021-09-28T03:36:13Z,75.5,19.3,527.34,45.85,27.72,346,739,1,4.605065833359717,1,1
2021-09-28T03:36:15Z,75.5,19.3,527.34,45.85,27.72,346,740,1,4.605065833359717,1,1
2021-09-28T03:36:17Z,75.4,19.3,532.23,45.85,27.72,346,741,1,5.195246959983187,1,1
2021-09-28T03:36:19Z,75.4,19.3,532.23,45.85,27.72,346,742,1,5.195246959983187,1,1
2021-09-28T03:36:21Z,75.4,19.3,532.23,45.85,27.72,346,743,1,5.195246959983187,1,1
2021-09-28T03:36:23Z,75.4,19.3,532.23,45.85,27.72,346,744,1,5.195246959983187,1,1
2021-09-28T03:36:25Z,75.4,19.3,532.23,45.85,27.72,346,745,1,5.195246959983187,1,1
2021-09-28T03:36:27Z,75.4,19.3,527.34,45.85,27.72,346,746,1,4.624820101208723,1,1
2021-09-28T03:36:29Z,75.4,19.3,527.34,45.85,27.72,346,747,1,4.624820101208723,1,1
2021-09-28T03:36:31Z,75.4,19.3,527.34,45.85,27.72,346,748,1,4.624820101208723,1,1
2021-09-28T03:36:33Z,75.4,19.3,527.34,45.79,27.75,345,749,1,4.624820101208723,1,1
2021-09-28T03:36:35Z,75.4,19.3,527.34,45.79,27.75,345,750,1,4.624820101208723,1,1
2021-09-28T03:36:37Z,75.4,19.3,532.23,45.79,27.75,345,751,1,5.195246959983187,1,1
2021-09-28T03:36:39Z,75.4,19.3,532.23,45.79,27.75,345,752,1,5.195246959983187,1,1
2021-09-28T03:36:41Z,75.3,19.3,532.23,45.79,27.75,345,753,1,5.215394736717059,1,1
2021-09-28T03:36:43Z,75.3,19.3,532.23,45.79,27.75,345,754,1,5.215394736717059,1,1
2021-09-28T03:36:45Z,75.3,19.3,532.23,45.79,27.75,345,755,1,5.215394736717059,1,1
2021-09-28T03:36:47Z,75.3,19.3,527.34,45.79,27.75,345,756,1,4.6445987670269915,1,1
2021-09-28T03:36:49Z,75.3,19.3,527.34,45.79,27.75,345,757,1,4.6445987670269915,1,1
2021-09-28T03:36:51Z,75.3,19.3,527.34,45.79,27.75,345,758,1,4.6445987670269915,1,1
2021-09-28T03:36:53Z,75.3,19.3,527.34,45.72,27.78,345,759,1,4.6445987670269915,1,1
2021-09-28T03:36:55Z,75.3,19.3,527.34,45.72,27.78,345,760,1,4.6445987670269915,1,1
2021-09-28T03:36:57Z,75.3,19.3,532.23,45.72,27.78,345,761,1,5.215394736717059,1,1
2021-09-28T03:36:59Z,75.2,19.3,532.23,45.72,27.78,345,762,1,5.235567414811097,1,1
2021-09-28T03:37:01Z,75.2,19.3,532.23,45.72,27.78,345,763,1,5.235567414811097,1,1
2021-09-28T03:37:03Z,75.2,19.3,532.23,45.72,27.78,345,764,1,5.235567414811097,1,1
2021-09-28T03:37:05Z,75.2,19.3,532.23,45.72,27.78,345,765,1,5.235567414811097,1,1
2021-09-28T03:37:07Z,75.2,19.3,527.34,45.72,27.78,345,766,1,4.664401878008007,1,1
2021-09-28T03:37:09Z,75.2,19.3,527.34,45.72,27.78,345,767,1,4.664401878008007,1,1
2021-09-28T03:37:11Z,75.3,19.4,527.34,45.72,27.78,345,768,1,4.556869053808018,1,1
2021-09-28T03:37:13Z,75.2,19.3,527.34,45.62,27.78,348,769,1,4.664401878008007,1,1
2021-09-28T03:37:15Z,75.2,19.3,532.23,45.62,27.78,348,770,1,5.235567414811097,1,1
2021-09-28T03:37:17Z,75.2,19.3,532.23,45.62,27.78,348,771,1,5.235567414811097,1,1
2021-09-28T03:37:20Z,75.2,19.3,532.23,45.62,27.78,348,772,1,5.235567414811097,1,1
2021-09-28T03:37:22Z,75.2,19.3,532.23,45.62,27.78,348,773,1,5.235567414811097,1,1
2021-09-28T03:37:24Z,75.2,19.3,532.23,45.62,27.78,348,774,1,5.235567414811097,1,1
2021-09-28T03:37:26Z,75.2,19.4,532.23,45.62,27.78,348,775,1,5.146208666578701,1,1
2021-09-28T03:37:28Z,75.2,19.4,527.34,45.62,27.78,348,776,1,4.576680198213115,1,1
2021-09-28T03:37:30Z,75.1,19.3,527.34,45.62,27.78,348,777,1,4.684229481469508,1,1
2021-09-28T03:37:32Z,75.1,19.3,527.34,45.62,27.78,348,778,1,4.684229481469508,1,1
2021-09-28T03:37:34Z,75.2,19.4,527.34,45.59,27.82,347,779,1,4.576680198213115,1,1
2021-09-28T03:37:36Z,75.2,19.4,527.34,45.59,27.82,347,780,1,4.576680198213115,1,1
2021-09-28T03:37:38Z,75.2,19.4,532.23,45.59,27.82,347,781,1,5.146208666578701,1,1
2021-09-28T03:37:40Z,75.2,19.4,532.23,45.59,27.82,347,782,1,5.146208666578701,1,1
2021-09-28T03:37:42Z,75.2,19.4,532.23,45.59,27.82,347,783,1,5.146208666578701,1,1
2021-09-28T03:37:44Z,75.1,19.3,532.23,45.59,27.82,347,784,1,5.2557650424661055,1,1
2021-09-28T03:37:46Z,75.2,19.4,532.23,45.59,27.82,347,785,1,5.146208666578701,1,1
2021-09-28T03:37:48Z,75.2,19.4,527.34,45.59,27.82,347,786,1,4.576680198213115,1,1
2021-09-28T03:37:50Z,75.1,19.3,527.34,45.59,27.82,347,787,1,4.684229481469508,1,1
2021-09-28T03:37:52Z,75.1,19.3,527.34,45.59,27.82,347,788,1,4.684229481469508,1,1
2021-09-28T03:37:54Z,75.1,19.4,527.34,45.53,27.83,346,789,1,4.596515913534844,1,1
2021-09-28T03:37:56Z,75.1,19.4,527.34,45.53,27.83,346,790,1,4.596515913534844,1,1
2021-09-28T03:37:58Z,75.1,19.3,532.23,45.53,27.83,346,791,1,5.2557650424661055,1,1
2021-09-28T03:38:00Z,75.1,19.4,532.23,45.53,27.83,346,792,1,5.166414557478056,1,1
2021-09-28T03:38:02Z,75.1,19.4,532.23,45.53,27.83,346,793,1,5.166414557478056,1,1
2021-09-28T03:38:04Z,75.1,19.4,532.23,45.53,27.83,346,794,1,5.166414557478056,1,1
2021-09-28T03:38:06Z,75.1,19.4,532.23,45.53,27.83,346,795,1,5.166414557478056,1,1
2021-09-28T03:38:08Z,75.1,19.4,527.34,45.53,27.83,346,796,1,4.596515913534844,1,1
2021-09-28T03:38:10Z,75.1,19.3,527.34,45.53,27.83,346,797,1,4.684229481469508,1,1
2021-09-28T03:38:12Z,75.1,19.4,527.34,45.53,27.83,346,798,1,4.596515913534844,1,1
2021-09-28T03:38:14Z,75.1,19.4,527.34,45.46,27.87,346,799,1,4.596515913534844,1,1
2021-09-28T03:38:16Z,75.1,19.4,527.34,45.46,27.87,346,800,1,4.596515913534844,1,1
2021-09-28T03:38:18Z,75.1,19.4,532.23,45.46,27.87,346,801,1,5.166414557478056,1,1
2021-09-28T03:38:20Z,75.1,19.4,532.23,45.46,27.87,346,802,1,5.166414557478056,1,1
2021-09-28T03:38:22Z,75.1,19.4,532.23,45.46,27.87,346,803,1,5.166414557478056,1,1
2021-09-28T03:38:24Z,75.1,19.4,532.23,45.46,27.87,346,804,1,5.166414557478056,1,1
2021-09-28T03:38:26Z,75,19.4,532.23,45.46,27.87,346,805,1,5.186645526456999,1,1
2021-09-28T03:38:28Z,75,19.4,527.34,45.46,27.87,346,806,1,4.616376247501197,1,1
2021-09-28T03:38:30Z,75,19.4,527.34,45.46,27.87,346,807,1,4.616376247501197,1,1
2021-09-28T03:38:32Z,75,19.4,527.34,45.46,27.87,346,808,1,4.616376247501197,1,1
2021-09-28T03:38:34Z,75,19.4,527.34,45.43,27.89,348,809,1,4.616376247501197,1,1
2021-09-28T03:38:36Z,75,19.4,527.34,45.43,27.89,348,810,1,4.616376247501197,1,1
2021-09-28T03:38:38Z,75,19.4,532.23,45.43,27.89,348,811,1,5.186645526456999,1,1
2021-09-28T03:38:40Z,75,19.4,532.23,45.43,27.89,348,812,1,5.186645526456999,1,1
2021-09-28T03:38:42Z,75,19.4,532.23,45.43,27.89,348,813,1,5.186645526456999,1,1
2021-09-28T03:38:44Z,75,19.4,532.23,45.43,27.89,348,814,1,5.186645526456999,1,1
2021-09-28T03:38:46Z,75,19.4,532.23,45.43,27.89,348,815,1,5.186645526456999,1,1
2021-09-28T03:38:48Z,75,19.4,527.34,45.43,27.89,348,816,1,4.616376247501197,1,1
2021-09-28T03:38:50Z,75,19.4,527.34,45.43,27.89,348,817,1,4.616376247501197,1,1
2021-09-28T03:38:52Z,75,19.4,527.34,45.43,27.89,348,818,1,4.616376247501197,1,1
2021-09-28T03:38:54Z,75,19.4,527.34,45.4,27.9,350,819,1,4.616376247501197,1,1
2021-09-28T03:38:56Z,75,19.4,527.34,45.4,27.9,350,820,1,4.616376247501197,1,1
2021-09-28T03:38:58Z,75,19.4,532.23,45.4,27.9,350,821,1,5.186645526456999,1,1
2021-09-28T03:39:00Z,75,19.4,532.23,45.4,27.9,350,822,1,5.186645526456999,1,1
2021-09-28T03:39:02Z,75,19.4,532.23,45.4,27.9,350,823,1,5.186645526456999,1,1
2021-09-28T03:39:04Z,75,19.4,532.23,45.4,27.9,350,824,1,5.186645526456999,1,1
2021-09-28T03:39:06Z,75,19.4,532.23,45.4,27.9,350,825,1,5.186645526456999,1,1
2021-09-28T03:39:08Z,75,19.4,527.34,45.4,27.9,350,826,1,4.616376247501197,1,1
2021-09-28T03:39:10Z,75,19.4,527.34,45.4,27.9,350,827,1,4.616376247501197,1,1
2021-09-28T03:39:12Z,75,19.4,527.34,45.4,27.9,350,828,1,4.616376247501197,1,1
2021-09-28T03:39:14Z,75,19.4,527.34,45.33,27.93,349,829,1,4.616376247501197,1,1
2021-09-28T03:39:16Z,75,19.4,532.23,45.33,27.93,349,830,1,5.186645526456999,1,1
2021-09-28T03:39:18Z,75,19.4,532.23,45.33,27.93,349,831,1,5.186645526456999,1,1
2021-09-28T03:39:20Z,75,19.4,532.23,45.33,27.93,349,832,1,5.186645526456999,1,1
2021-09-28T03:39:22Z,75,19.4,532.23,45.33,27.93,349,833,1,5.186645526456999,1,1
2021-09-28T03:39:24Z,74.9,19.4,532.23,45.33,27.93,349,834,1,5.206901622262713,1,1
2021-09-28T03:39:26Z,74.9,19.4,532.23,45.33,27.93,349,835,1,5.206901622262713,1,1
2021-09-28T03:39:28Z,74.9,19.4,527.34,45.33,27.93,349,836,1,4.636261247966317,1,1
2021-09-28T03:39:30Z,74.9,19.4,527.34,45.33,27.93,349,837,1,4.636261247966317,1,1
2021-09-28T03:39:32Z,74.9,19.4,527.34,45.33,27.93,349,838,1,4.636261247966317,1,1
2021-09-28T03:39:34Z,74.9,19.4,527.34,45.3,27.94,352,839,1,4.636261247966317,1,1
2021-09-28T03:39:36Z,74.9,19.4,527.34,45.3,27.94,352,840,1,4.636261247966317,1,1
2021-09-28T03:39:38Z,74.9,19.4,532.23,45.3,27.94,352,841,1,5.206901622262713,1,1
2021-09-28T03:39:40Z,74.9,19.4,532.23,45.3,27.94,352,842,1,5.206901622262713,1,1
2021-09-28T03:39:42Z,74.9,19.4,532.23,45.3,27.94,352,843,1,5.206901622262713,1,1
2021-09-28T03:39:44Z,74.9,19.4,532.23,45.3,27.94,352,844,1,5.206901622262713,1,1
2021-09-28T03:39:46Z,74.9,19.4,532.23,45.3,27.94,352,845,1,5.206901622262713,1,1
2021-09-28T03:39:48Z,74.8,19.4,527.34,45.3,27.94,352,846,1,4.656170962910881,1,1
2021-09-28T03:39:50Z,74.8,19.4,527.34,45.3,27.94,352,847,1,4.656170962910881,1,1
2021-09-28T03:39:52Z,74.8,19.4,527.34,45.3,27.94,352,848,1,4.656170962910881,1,1
2021-09-28T03:39:54Z,74.8,19.4,527.34,45.24,27.97,350,849,1,4.656170962910881,1,1
2021-09-28T03:39:56Z,74.8,19.4,527.34,45.24,27.97,350,850,1,4.656170962910881,1,1
2021-09-28T03:39:58Z,74.8,19.4,532.23,45.24,27.97,350,851,1,5.227182893771307,1,1
2021-09-28T03:40:00Z,74.8,19.4,532.23,45.24,27.97,350,852,1,5.227182893771307,1,1
2021-09-28T03:40:02Z,74.8,19.4,532.23,45.24,27.97,350,853,1,5.227182893771307,1,1
2021-09-28T03:40:04Z,74.8,19.4,532.23,45.24,27.97,350,854,1,5.227182893771307,1,1
2021-09-28T03:40:06Z,74.8,19.4,532.23,45.24,27.97,350,855,1,5.227182893771307,1,1
2021-09-28T03:40:08Z,74.8,19.4,527.34,45.24,27.97,350,856,1,4.656170962910881,1,1
2021-09-28T03:40:10Z,74.8,19.4,527.34,45.24,27.97,350,857,1,4.656170962910881,1,1
2021-09-28T03:40:12Z,74.7,19.4,527.34,45.24,27.97,350,858,1,4.676105440442601,1,1
2021-09-28T03:40:14Z,74.7,19.4,527.34,45.21,27.99,352,859,1,4.676105440442601,1,1
2021-09-28T03:40:16Z,74.7,19.4,527.34,45.21,27.99,352,860,1,4.676105440442601,1,1
2021-09-28T03:40:18Z,74.7,19.4,532.23,45.21,27.99,352,861,1,5.247489389988271,1,1
